,default_wgt_sum,default_count,current_count
an p,2.67,132.0,129183.0
an q,0.0,3.0,129312.0
an r,16.44,474.0,128841.0
an s,3.73,125.0,129190.0
an t,0.0,40.0,129275.0
an u,0.75,11.0,129304.0
an v,1.0,3.0,129312.0
an w,0.0,11.0,129304.0
an y,0.0,1.0,129314.0
an4$,0.0,1.0,129314.0
an5$,0.0,1.0,129314.0
ana ,0.0,5.0,129310.0
ana$,0.0,4.0,129311.0
anaa,0.0,4.0,129311.0
anac,0.0,4.0,129311.0
anad,0.0,2.0,129313.0
anaf,0.0,2.0,129313.0
anag,737.5800000000025,20780.0,108535.0
anah,0.0,2.0,129313.0
anal,114.12999999999998,3728.0,125587.0
anan,2.75,48.0,129267.0
anar,0.0,1.0,129314.0
anat,0.0,1.0,129314.0
anay,1.9100000000000001,27.0,129288.0
anb$,0.0,1.0,129314.0
anc ,0.0,2.0,129313.0
anc$,0.0,2.0,129313.0
anca,0.0,2.0,129313.0
ancc,0.0,1.0,129314.0
ance,96.06999999999998,2546.0,126769.0
anch,17.230000000000004,551.0,128764.0
anci,24.480000000000004,930.0,128385.0
anco,0.0,2.0,129313.0
anct,0.0,1.0,129314.0
ancy,0.0,11.0,129304.0
and ,40.71999999999999,1095.0,128220.0
and$,1.9100000000000001,53.0,129262.0
anda,0.23,9.0,129306.0
andb,0.0,4.0,129311.0
ande,1.75,48.0,129267.0
andf,0.0,2.0,129313.0
andg,0.0,1.0,129314.0
andh,0.0,1.0,129314.0
andi,9.100000000000001,171.0,129144.0
andl,10.73,214.0,129101.0
andm,0.0,15.0,129300.0
ando,0.0,2.0,129313.0
andr,0.0,3.0,129312.0
ands,0.75,36.0,129279.0
andw,0.0,2.0,129313.0
andy,0.75,15.0,129300.0
ane ,2.23,60.0,129255.0
aneg,1.0,15.0,129300.0
anel,0.0,7.0,129308.0
anen,1.0,13.0,129302.0
aneo,0.0,2.0,129313.0
aner,3.75,40.0,129275.0
anes,1.0,56.0,129259.0
anet,0.0,3.0,129312.0
anfa,0.0,2.0,129313.0
anfo,0.0,1.0,129314.0
ang ,0.23,4.0,129311.0
ang$,1.0,7.0,129308.0
anga,0.0,6.0,129309.0
ange,14.600000000000001,276.0,129039.0
angi,0.0,4.0,129311.0
angr,0.0,1.0,129314.0
angu,0.75,64.0,129251.0
anh ,0.0,1.0,129314.0
anha,0.0,1.0,129314.0
anhi,0.0,1.0,129314.0
anho,0.0,1.0,129314.0
ania,0.0,4.0,129311.0
anib,0.0,1.0,129314.0
anic,49.579999999999984,1154.0,128161.0
anie,0.0,4.0,129311.0
anif,0.0,1.0,129314.0
anig,0.0,1.0,129314.0
anim,1.75,25.0,129290.0
anin,0.0,14.0,129301.0
anis,0.75,15.0,129300.0
anit,5.48,85.0,129230.0
aniz,2.0,23.0,129292.0
ank ,0.98,70.0,129245.0
ank$,420.0,8752.0,120563.0
anke,20.91,404.0,128911.0
anki,2.46,71.0,129244.0
ankr,0.0,12.0,129303.0
anks,0.0,1.0,129314.0
ankt,0.0,1.0,129314.0
anla,0.0,1.0,129314.0
anly,0.0,4.0,129311.0
anma,0.0,1.0,129314.0
ann ,0.0,1.0,129314.0
anna,0.0,3.0,129312.0
anne,11.48,288.0,129027.0
anni,2.58,171.0,129144.0
anno,0.0,5.0,129310.0
annt,0.0,1.0,129314.0
annu,1.5,6.0,129309.0
anny,0.0,28.0,129287.0
ano ,0.0,1.0,129314.0
ano$,0.0,2.0,129313.0
anof,0.0,2.0,129313.0
anog,1.0,2.0,129313.0
anon,1.0,2.0,129313.0
anor,0.0,1.0,129314.0
anp$,0.0,1.0,129314.0
anpo,0.0,2.0,129313.0
anqu,2.0,60.0,129255.0
ans ,0.0,42.0,129273.0
ans$,0.0,8.0,129307.0
ansa,0.0,15.0,129300.0
ansc,4.58,56.0,129259.0
anse,0.0,1.0,129314.0
ansf,1.0,14.0,129301.0
ansg,0.0,1.0,129314.0
ansh,0.0,1.0,129314.0
ansi,3.23,35.0,129280.0
ansl,0.0,13.0,129302.0
ansm,0.0,8.0,129307.0
anso,0.0,1.0,129314.0
ansp,9.91,265.0,129050.0
ansy,0.0,1.0,129314.0
ant ,96.27999999999999,2535.0,126780.0
ant$,209.25999999999996,5703.0,123612.0
ant1,0.0,1.0,129314.0
anta,0.0,7.0,129308.0
antb,0.0,1.0,129314.0
ante,1.0,14.0,129301.0
antf,0.0,1.0,129314.0
anth,0.0,2.0,129313.0
anti,2.0,13.0,129302.0
antl,0.0,1.0,129314.0
anto,0.75,4.0,129311.0
antp,0.0,1.0,129314.0
antr,0.0,15.0,129300.0
ants,1.75,41.0,129274.0
anty,2.0,27.0,129288.0
anu ,0.0,1.0,129314.0
anua,0.0,2.0,129313.0
anuf,9.25,189.0,129126.0
anul,0.0,1.0,129314.0
anur,0.0,1.0,129314.0
anwa,0.0,1.0,129314.0
any ,0.98,21.0,129294.0
any$,1.0,21.0,129294.0
anya,0.0,3.0,129312.0
anyl,0.0,4.0,129311.0
anyo,0.0,2.0,129313.0
ao  ,0.0,1.0,129314.0
ao c,0.0,1.0,129314.0
ao s,0.0,1.0,129314.0
aod$,0.0,1.0,129314.0
aog ,0.0,1.0,129314.0
aoi ,0.0,1.0,129314.0
aop ,0.0,1.0,129314.0
aopt,0.0,1.0,129314.0
aor$,0.0,1.0,129314.0
aore,0.0,1.0,129314.0
aory,0.0,1.0,129314.0
aotr,0.0,1.0,129314.0
aoun,0.0,1.0,129314.0
ap a,1.0,5.0,129310.0
ap b,0.0,7.0,129308.0
ap c,0.0,14.0,129301.0
ap d,0.0,3.0,129312.0
ap e,0.0,1.0,129314.0
ap f,0.0,3.0,129312.0
ap i,1.0,4.0,129311.0
ap l,0.0,1.0,129314.0
ap m,3.0,15.0,129300.0
ap p,0.0,1.0,129314.0
ap s,0.0,17.0,129298.0
ap t,0.0,3.0,129312.0
ap w,0.0,2.0,129313.0
apa ,0.0,1.0,129314.0
apa$,0.0,1.0,129314.0
apab,0.0,1.0,129314.0
apac,0.0,7.0,129308.0
apai,0.0,2.0,129313.0
apal,0.0,1.0,129314.0
apan,0.0,1.0,129314.0
apar,1.75,5.0,129310.0
apd ,0.0,2.0,129313.0
ape ,0.75,26.0,129289.0
ape$,0.0,1.0,129314.0
apee,0.0,1.0,129314.0
apel,0.0,1.0,129314.0
apen,0.0,2.0,129313.0
aper,0.0,35.0,129280.0
apeu,0.0,6.0,129309.0
apex,0.0,1.0,129314.0
apge,0.0,1.0,129314.0
apgh,0.0,1.0,129314.0
aph ,0.0,1.0,129314.0
aphe,6.5,126.0,129189.0
aphh,0.0,1.0,129314.0
aphi,4.75,161.0,129154.0
apho,0.0,1.0,129314.0
aphy,0.75,22.0,129293.0
api ,0.0,3.0,129312.0
apid,0.0,1.0,129314.0
apis,27.409999999999997,725.0,128590.0
apit,0.0,28.0,129287.0
apl$,0.0,1.0,129314.0
apla,0.0,28.0,129287.0
aple,0.0,1.0,129314.0
apli,0.0,2.0,129313.0
apll,0.0,1.0,129314.0
apm ,0.0,1.0,129314.0
apm$,0.0,1.0,129314.0
apma,0.0,1.0,129314.0
apn$,0.0,1.0,129314.0
apod,0.0,1.0,129314.0
apoh,0.0,1.0,129314.0
apol,0.0,1.0,129314.0
apon,0.0,5.0,129310.0
apor,0.0,2.0,129313.0
app ,0.0,16.0,129299.0
app$,0.0,2.0,129313.0
appa,0.0,7.0,129308.0
appe,2.23,34.0,129281.0
appi,0.0,4.0,129311.0
appl,5.75,372.0,128943.0
appo,1.0,6.0,129309.0
appr,7.23,127.0,129188.0
apps,0.0,8.0,129307.0
appt,1.0,1.0,129314.0
aprm,0.0,1.0,129314.0
aprn,0.0,4.0,129311.0
apro,4.75,54.0,129261.0
aprr,0.0,1.0,129314.0
aps ,0.0,2.0,129313.0
aps$,0.0,1.0,129314.0
apst,0.0,1.0,129314.0
apt ,0.0,1.0,129314.0
apt$,0.0,5.0,129310.0
apta,10.46,223.0,129092.0
apti,0.0,10.0,129305.0
apts,0.0,1.0,129314.0
aptu,1.0,10.0,129305.0
apus,0.0,1.0,129314.0
aput,0.0,1.0,129314.0
apx ,1.0,1.0,129314.0
apy ,0.0,38.0,129277.0
apy$,2.5,22.0,129293.0
aq t,0.0,1.0,129314.0
aqc ,0.0,1.0,129314.0
aqd ,0.0,1.0,129314.0
aqti,0.0,1.0,129314.0
aqua,0.0,15.0,129300.0
aque,0.0,2.0,129313.0
aqui,0.0,1.0,129314.0
ar  ,0.0,3.0,129312.0
ar 2,0.0,1.0,129314.0
ar a,0.23,14.0,129301.0
ar b,0.0,3.0,129312.0
ar c,3.0,26.0,129289.0
ar d,0.23,18.0,129297.0
ar e,0.0,6.0,129309.0
ar f,0.58,2.0,129313.0
ar g,0.0,1.0,129314.0
ar h,0.0,4.0,129311.0
ar i,0.0,12.0,129303.0
ar l,0.0,5.0,129310.0
ar m,3.75,55.0,129260.0
ar n,0.0,1.0,129314.0
ar o,2.0,10.0,129305.0
ar p,0.0,14.0,129301.0
ar r,1.0,7.0,129308.0
ar s,2.0,47.0,129268.0
ar t,1.46,33.0,129282.0
ar w,1.0,3.0,129312.0
ar2$,0.0,1.0,129314.0
ara ,1.23,11.0,129304.0
ara$,0.75,4.0,129311.0
arac,0.0,3.0,129312.0
arad,0.0,1.0,129314.0
arae,1.0,9.0,129306.0
araf,0.0,1.0,129314.0
arag,0.0,7.0,129308.0
arai,0.0,1.0,129314.0
aral,16.310000000000002,359.0,128956.0
aram,12.330000000000002,212.0,129103.0
aran,0.0,4.0,129311.0
arao,0.0,1.0,129314.0
arap,4.75,54.0,129261.0
arat,0.0,14.0,129301.0
arau,1.0,2.0,129313.0
arb ,0.0,3.0,129312.0
arba,1.0,6.0,129309.0
arbe,0.0,5.0,129310.0
arbi,0.0,1.0,129314.0
arbl,0.0,1.0,129314.0
arbo,1.0,9.0,129306.0
arbu,0.0,1.0,129314.0
arby,0.0,1.0,129314.0
arc ,0.0,1.0,129314.0
arcc,0.0,1.0,129314.0
arce,0.0,2.0,129313.0
arcg,0.0,1.0,129314.0
arch,11.520000000000001,799.0,128516.0
arcl,0.0,1.0,129314.0
arco,0.0,3.0,129312.0
arct,0.0,1.0,129314.0
arcu,0.0,1.0,129314.0
ard ,3.75,88.0,129227.0
ard$,6.75,85.0,129230.0
ardc,0.0,1.0,129314.0
arde,0.0,30.0,129285.0
ardi,3.75,72.0,129243.0
ardl,1.0,2.0,129313.0
ardm,0.0,7.0,129308.0
ardo,0.75,6.0,129309.0
ardr,0.0,4.0,129311.0
ards,2.98,24.0,129291.0
ardw,0.0,20.0,129295.0
are ,34.49,1449.0,127866.0
are$,5.5,84.0,129231.0
are7,0.0,1.0,129314.0
area,14.3,285.0,129030.0
arec,0.0,1.0,129314.0
ared,0.75,9.0,129306.0
aree,3.0,26.0,129289.0
aref,0.0,1.0,129314.0
areg,4.5,90.0,129225.0
areh,39.059999999999995,614.0,128701.0
arel,1.0,3.0,129312.0
arem,0.0,2.0,129313.0
aren,0.0,18.0,129297.0
areo,0.0,1.0,129314.0
arep,0.0,19.0,129296.0
arer,0.0,12.0,129303.0
ares,0.0,1.0,129314.0
aret,2.91,20.0,129295.0
arfa,0.0,1.0,129314.0
arga,0.0,1.0,129314.0
arge,3.91,150.0,129165.0
argi,1.0,4.0,129311.0
argo,0.0,18.0,129297.0
arho,1.75,7.0,129308.0
aria,6.75,154.0,129161.0
arib,0.0,2.0,129313.0
aric,0.0,5.0,129310.0
arie,0.0,8.0,129307.0
arim,0.0,1.0,129314.0
arin,0.0,60.0,129255.0
ario,0.0,2.0,129313.0
aris,1.23,19.0,129296.0
arit,0.0,2.0,129313.0
ariz,0.0,1.0,129314.0
ark ,1.75,29.0,129286.0
ark$,2.0,12.0,129303.0
arka,0.0,3.0,129312.0
arke,30.45,938.0,128377.0
arki,1.0,22.0,129293.0
arkl,0.0,1.0,129314.0
arks,1.75,18.0,129297.0
arkt,0.0,1.0,129314.0
arl ,0.0,3.0,129312.0
arle,0.0,3.0,129312.0
arli,0.0,1.0,129314.0
arlo,0.58,1.0,129314.0
arls,0.0,1.0,129314.0
arly,0.0,9.0,129306.0
arm ,1.44,45.0,129270.0
arm$,0.0,2.0,129313.0
arma,19.630000000000003,580.0,128735.0
armc,0.75,2.0,129313.0
arme,1.23,32.0,129283.0
armi,0.0,3.0,129312.0
armo,0.0,5.0,129310.0
arms,0.0,8.0,129307.0
army,0.0,24.0,129291.0
arn ,0.75,1.0,129314.0
arne,0.0,4.0,129311.0
arni,1.98,57.0,129258.0
arnp,0.0,9.0,129306.0
arnt,0.0,1.0,129314.0
arol,1.75,51.0,129264.0
arot,0.0,1.0,129314.0
arou,1.75,5.0,129310.0
arpe,9.64,182.0,129133.0
arpo,0.0,1.0,129314.0
arpr,0.0,1.0,129314.0
arpu,0.0,1.0,129314.0
arr ,0.0,1.0,129314.0
arra,3.0,48.0,129267.0
arre,0.0,3.0,129312.0
arri,30.79,527.0,128788.0
arrr,0.0,1.0,129314.0
arry,0.0,2.0,129313.0
ars ,0.0,8.0,129307.0
ars$,0.0,2.0,129313.0
arse,0.0,1.0,129314.0
arsh,1.0,27.0,129288.0
art ,1.81,98.0,129217.0
art$,0.0,11.0,129304.0
arta,0.0,1.0,129314.0
arte,9.670000000000002,220.0,129095.0
artf,0.0,1.0,129314.0
arth,0.0,2.0,129313.0
arti,3.75,74.0,129241.0
artm,5.74,255.0,129060.0
artn,6.770000000000001,252.0,129063.0
arto,0.0,9.0,129306.0
artr,0.0,1.0,129314.0
arts,10.25,218.0,129097.0
artt,0.0,3.0,129312.0
artu,0.91,3.0,129312.0
arty,1.0,10.0,129305.0
aru ,0.0,2.0,129313.0
arve,0.0,2.0,129313.0
arvi,0.0,1.0,129314.0
ary ,10.73,380.0,128935.0
ary$,13.97,543.0,128772.0
ary8,0.0,1.0,129314.0
aryd,0.0,1.0,129314.0
aryo,0.0,1.0,129314.0
aryp,0.0,2.0,129313.0
aryq,0.0,1.0,129314.0
aryt,0.0,1.0,129314.0
as  ,0.0,1.0,129314.0
as a,0.0,7.0,129308.0
as b,0.0,1.0,129314.0
as c,1.0,14.0,129301.0
as d,0.0,1.0,129314.0
as h,1.0,2.0,129313.0
as i,0.0,2.0,129313.0
as j,0.0,1.0,129314.0
as l,0.0,2.0,129313.0
as m,0.75,7.0,129308.0
as o,1.0,6.0,129309.0
as p,0.0,4.0,129311.0
as r,0.91,4.0,129311.0
as s,0.0,11.0,129304.0
as t,0.0,3.0,129312.0
as u,0.0,1.0,129314.0
as v,0.0,3.0,129312.0
as w,0.0,3.0,129312.0
as40,0.0,1.0,129314.0
asa ,0.0,5.0,129310.0
asa$,0.0,3.0,129312.0
asa2,0.0,1.0,129314.0
asac,0.0,2.0,129313.0
asai,0.0,1.0,129314.0
asan,0.0,1.0,129314.0
asb ,0.0,1.0,129314.0
asbe,0.0,3.0,129312.0
asc ,0.0,1.0,129314.0
asc$,0.0,2.0,129313.0
asci,0.0,1.0,129314.0
asck,0.0,1.0,129314.0
asco,0.0,1.0,129314.0
ascr,0.0,1.0,129314.0
ascu,1.23,29.0,129286.0
asd$,0.0,1.0,129314.0
asds,0.0,1.0,129314.0
ase ,17.42,547.0,128768.0
ase$,1.0,9.0,129306.0
asea,0.0,2.0,129313.0
aseb,0.0,2.0,129313.0
ased,0.0,10.0,129305.0
asem,0.0,5.0,129310.0
asep,0.0,4.0,129311.0
aser,1.23,29.0,129286.0
ases,0.0,3.0,129312.0
asew,0.58,35.0,129280.0
asf$,0.0,1.0,129314.0
asge,0.0,1.0,129314.0
ash ,1.0,37.0,129278.0
ash$,0.0,1.0,129314.0
ashe,1.0,12.0,129303.0
ashi,15.56,265.0,129050.0
ashw,0.0,1.0,129314.0
asia,0.0,2.0,129313.0
asib,0.0,1.0,129314.0
asic,0.0,1.0,129314.0
asie,0.0,3.0,129312.0
asik,0.0,1.0,129314.0
asil,0.0,1.0,129314.0
asin,14.71,325.0,128990.0
